EmployeeID,Gender,Disability,Education
100140,F,0,Undergraduate
100141,M,0,Some College
100142,M,0,Undergraduate
100143,M,1,Undergraduate
100144,F,0,Undergraduate
100145,M,0,Some College
100146,F,0,Undergraduate
100147,F,0,High School
100148,F,0,Undergraduate
100149,F,0,Undergraduate
100150,F,0,Undergraduate
100151,F,0,Undergraduate
100152,M,0,Undergraduate
100153,M,0,Undergraduate
100154,F,0,Undergraduate
100155,M,0,Undergraduate
100156,F,1,Undergraduate
100157,M,0,Some College
100158,M,0,Some College
100159,M,0,Undergraduate
100160,M,0,Undergraduate
100161,M,0,Undergraduate
100162,F,0,High School
100163,F,0,Undergraduate
100164,F,0,Undergraduate
100165,M,0,Undergraduate
100166,M,0,Undergraduate
100167,M,0,Undergraduate
100168,M,0,Undergraduate
100169,F,0,High School
100170,M,0,Undergraduate
100171,M,0,High School
100172,M,1,PhD
100173,M,0,High School
100174,M,0,Undergraduate
100175,F,0,Undergraduate
100176,M,0,High School
100177,M,0,Undergraduate
100178,M,0,Undergraduate
100179,M,0,Undergraduate
100180,F,0,Graduate
100181,M,0,Undergraduate
100182,F,0,Undergraduate
100183,M,0,Graduate
100184,M,0,High School
100185,M,0,Undergraduate
100186,M,0,Graduate
100187,F,0,Undergraduate
100188,F,0,Some College
100189,M,0,Undergraduate
100190,F,1,Graduate
100191,F,0,Undergraduate
100192,F,0,Undergraduate
100193,M,0,Undergraduate
100194,F,0,Undergraduate
100195,F,0,Undergraduate
100196,F,0,Undergraduate
100197,M,0,Undergraduate
100198,M,0,Undergraduate
100199,F,0,Undergraduate
100200,F,0,Undergraduate
100201,M,0,Undergraduate
100202,M,0,Undergraduate
100203,M,0,PhD
100204,M,0,Some College
100205,M,0,Undergraduate
100206,F,0,High School
100207,M,0,Undergraduate
100208,M,0,Some College
100209,F,0,Undergraduate
100210,F,0,Undergraduate
100211,F,0,Undergraduate
100212,F,0,High School
100213,M,0,Undergraduate
100214,F,0,Undergraduate
100215,F,0,High School
100216,M,1,Undergraduate
100217,F,0,Undergraduate
100218,M,0,Undergraduate
100219,F,1,Undergraduate
100220,M,1,Undergraduate
100221,F,0,Undergraduate
100222,F,0,High School
100223,F,0,High School
100224,M,0,Undergraduate
100225,F,0,Graduate
100226,F,0,Undergraduate
100227,F,0,Undergraduate
100228,M,0,High School
100229,F,0,Undergraduate
100230,F,0,PhD
100231,M,1,Undergraduate
100232,F,0,Undergraduate
100233,M,0,PhD
100234,F,0,Undergraduate
100235,F,1,Undergraduate
100236,F,0,Undergraduate
100237,M,0,Undergraduate
100238,M,0,Some College
100239,F,0,High School
100240,M,0,Undergraduate
100241,M,0,Undergraduate
100242,M,0,High School
100243,F,0,High School
100244,M,0,Undergraduate
100245,M,0,High School
100246,M,0,Undergraduate
100247,F,0,High School
100248,F,0,Undergraduate
100249,F,0,Undergraduate
100250,F,0,Undergraduate
100251,F,0,Undergraduate
100252,F,0,Some College
100253,M,0,Graduate
100254,F,0,Undergraduate
100255,F,0,Undergraduate
100256,F,0,Undergraduate
100257,M,0,Undergraduate
100258,M,0,High School
100259,F,0,Graduate
100260,F,0,Undergraduate
100261,M,0,Graduate
100262,F,0,Graduate
100263,F,0,High School
100264,M,0,Undergraduate
100265,M,0,Undergraduate
100266,M,0,High School
100267,M,0,Undergraduate
100268,M,0,Undergraduate
100269,M,0,Undergraduate
100270,M,0,Undergraduate
100271,F,0,Undergraduate
100272,F,0,Undergraduate
100273,M,0,High School
100274,M,0,Undergraduate
100275,F,0,High School
100276,M,0,Graduate
100277,F,0,Undergraduate
100278,F,0,Undergraduate
100279,M,0,High School
100280,M,0,Some College
100281,F,0,Undergraduate
100282,F,0,High School
100283,F,0,High School
100284,M,0,Undergraduate
100285,M,0,Undergraduate
100286,M,0,Graduate
100287,M,0,High School
100288,M,0,Some College
100289,F,0,High School
100290,M,0,Undergraduate
100291,F,0,High School
100292,F,0,High School
100293,M,0,Some College
100294,F,0,Undergraduate
100295,F,0,Undergraduate
100296,F,1,High School
100297,F,0,Undergraduate
100298,F,0,Undergraduate
100299,M,0,Undergraduate
100300,F,1,Undergraduate
100301,M,0,High School
100302,M,0,Undergraduate
100303,F,0,Undergraduate
100304,F,0,High School
100305,M,0,Undergraduate
100306,F,0,Undergraduate
100307,M,1,Undergraduate
100308,M,0,Undergraduate
100309,F,0,Some College
100310,M,0,High School
100311,M,0,Some College
100312,F,0,Undergraduate
100313,M,0,Graduate
100314,M,0,Undergraduate
100315,M,0,High School
100316,F,0,Undergraduate
100317,F,0,Undergraduate
100318,F,0,Undergraduate
100319,M,0,Undergraduate
100320,M,0,High School
100321,M,0,Undergraduate
100322,M,0,High School
100323,M,0,Undergraduate
100324,F,1,Undergraduate
100325,F,0,Undergraduate
100326,F,0,Undergraduate
100327,M,0,High School
100328,F,1,Undergraduate
100329,M,0,Undergraduate
100330,M,0,Undergraduate
100331,M,0,Undergraduate
100332,M,0,Undergraduate
100333,F,0,High School
100334,F,0,Undergraduate
100335,F,0,Undergraduate
100336,F,0,Undergraduate
100337,M,0,Some College
100338,F,0,Undergraduate
100339,F,0,Undergraduate
100340,F,0,Undergraduate
100341,M,0,Undergraduate
100342,M,0,Undergraduate
100343,M,0,Undergraduate
100344,M,0,High School
100345,F,1,Undergraduate
100346,F,0,High School
100347,M,0,High School
100348,M,0,High School
100349,F,0,Graduate
100350,M,0,Undergraduate
100351,F,0,High School
100352,M,0,High School
100353,F,0,Undergraduate
100354,M,0,Undergraduate
100355,F,0,Undergraduate
100356,M,0,Undergraduate
100357,M,0,Undergraduate
100358,M,0,PhD
100359,F,0,Undergraduate
100360,M,0,Some College
100361,M,0,High School
100362,M,0,Undergraduate
100363,M,0,Some College
100364,M,0,Graduate
100365,M,0,Undergraduate
100366,F,0,Undergraduate
100367,M,0,Undergraduate
100368,F,0,Some College
100369,F,0,PhD
100370,F,0,Undergraduate
100371,M,0,Undergraduate
100372,F,0,Undergraduate
100373,M,0,High School
100374,F,0,Undergraduate
100375,F,0,High School
100376,M,0,Undergraduate
100377,M,0,Undergraduate
100378,F,0,Some College
100379,F,0,Some College
100380,F,0,Undergraduate
100381,F,0,Undergraduate
100382,M,1,High School
100383,M,0,PhD
100384,F,0,Undergraduate
100385,M,0,Undergraduate
100386,M,0,Undergraduate
100387,F,0,High School
100388,M,0,High School
100389,F,0,Undergraduate
100390,F,0,Undergraduate
100391,F,0,Graduate
100392,M,0,Undergraduate
100393,F,0,Undergraduate
100394,M,0,High School
100395,M,0,Undergraduate
100396,F,0,Undergraduate
100397,F,0,Undergraduate
100398,F,0,Undergraduate
100399,M,0,Undergraduate
100400,M,0,Undergraduate
100401,M,1,Undergraduate
100402,F,0,Some College
100403,M,0,Undergraduate
100404,M,0,Undergraduate
100405,F,0,Undergraduate
100406,F,0,Undergraduate
100407,F,0,High School
100408,M,0,High School
100409,M,1,Undergraduate
100410,F,0,Undergraduate
100411,F,0,Undergraduate
100412,F,0,High School
100413,F,0,Undergraduate
100414,M,0,Undergraduate
100415,M,0,Undergraduate
100416,M,0,Undergraduate
100417,M,0,Undergraduate
100418,M,0,High School
100419,F,1,High School
100420,M,1,Graduate
100421,M,0,Undergraduate
100422,F,0,Graduate
100423,F,0,High School
100424,F,0,Undergraduate
100425,F,0,High School
100426,F,0,High School
100427,M,0,Undergraduate
100428,M,0,Undergraduate
100429,M,0,Undergraduate
100430,F,0,Graduate
100431,F,0,Undergraduate
100432,M,0,Undergraduate
100433,M,0,Undergraduate
100434,F,0,Undergraduate
100435,M,0,Some College
100436,F,0,Undergraduate
100437,F,0,Undergraduate
100438,F,0,Undergraduate
100439,F,0,High School
100440,M,0,Undergraduate
100441,F,0,High School
100442,M,0,Some College
100443,F,0,High School
100444,M,0,High School
100445,M,0,Undergraduate
100446,F,0,High School
100447,F,0,Undergraduate
100448,M,0,Undergraduate
100449,M,0,Undergraduate
100450,M,0,High School
100451,F,0,Graduate
100452,F,0,Undergraduate
100453,F,0,Undergraduate
100454,M,0,Undergraduate
100455,F,0,Undergraduate
100456,M,0,Undergraduate
100457,F,0,Undergraduate
100458,F,0,Some College
100459,F,0,Undergraduate
100460,F,0,Undergraduate
100461,F,0,Some College
100462,F,0,High School
100463,M,1,Undergraduate
100464,M,0,Undergraduate
100465,F,0,Undergraduate
100466,F,0,Graduate
100467,M,0,Undergraduate
100468,M,0,Undergraduate
100469,M,0,Undergraduate
100470,F,0,Graduate
100471,F,0,Undergraduate
100472,F,0,Graduate
100473,M,0,Undergraduate
100474,M,0,High School
100475,F,0,Undergraduate
100476,M,0,Undergraduate
100477,M,0,Undergraduate
100478,F,0,Undergraduate
100479,M,0,Undergraduate
100480,M,0,Undergraduate
100481,F,0,Undergraduate
100482,F,0,Some College
100483,F,0,Undergraduate
100484,F,0,High School
100485,M,0,Undergraduate
100486,F,0,Undergraduate
100487,M,0,Undergraduate
100488,F,0,Undergraduate
100489,F,0,Undergraduate
100490,M,0,Undergraduate
100491,M,0,High School
100492,M,0,Undergraduate
100493,M,0,Undergraduate
100494,F,0,Undergraduate
100495,F,0,Some College
100496,F,1,Undergraduate
100497,M,0,High School
100498,M,0,High School
100499,F,1,High School
100500,F,0,High School
100501,F,0,Undergraduate
100502,F,0,Graduate
100503,F,0,High School
100504,F,0,Graduate
100505,F,0,Undergraduate
100506,F,0,High School
100507,M,0,Undergraduate
100508,F,0,Undergraduate
100509,M,0,Undergraduate
100510,M,0,Undergraduate
100511,M,0,Some College
100512,F,0,Undergraduate
100513,M,0,High School
100514,F,0,Undergraduate
100515,M,0,Some College
100516,M,0,High School
100517,M,0,Undergraduate
100518,F,0,Undergraduate
100519,M,0,Undergraduate
100520,F,0,Undergraduate
100521,F,1,Undergraduate
100522,F,0,Undergraduate
100523,F,0,Undergraduate
100524,F,0,Undergraduate
100525,F,0,Undergraduate
100526,M,0,Undergraduate
100527,M,0,Undergraduate
100528,F,0,Undergraduate
100529,F,0,Some College
100530,F,0,Undergraduate
100531,F,0,Undergraduate
100532,F,0,High School
100533,F,0,Undergraduate
100534,F,0,Undergraduate
100535,M,0,Some College
100536,F,0,High School
100537,M,0,Some College
100538,M,0,Undergraduate
100539,F,0,High School
100540,M,0,Some College
100541,F,0,Undergraduate
100542,M,0,Graduate
100543,M,0,Undergraduate
100544,M,0,Undergraduate
100545,F,0,Graduate
100546,F,0,Undergraduate
100547,M,0,Some College
100548,F,0,Undergraduate
100549,M,0,Some College
100550,F,0,Undergraduate
100551,F,0,Undergraduate
100552,F,0,Undergraduate
100553,M,0,Undergraduate
100554,F,0,Undergraduate
100555,F,0,Undergraduate
100556,M,0,Undergraduate
100557,F,0,Undergraduate
100558,M,1,Undergraduate
100559,F,0,Graduate
100560,F,0,PhD
100561,M,0,High School
100562,M,0,Undergraduate
100563,F,0,High School
100564,M,0,Undergraduate
100565,M,0,Undergraduate
100566,M,0,Undergraduate
100567,M,0,Undergraduate
100568,F,0,Undergraduate
100569,M,0,Undergraduate
100570,M,0,Undergraduate
100571,F,0,Some College
100572,M,0,Undergraduate
100573,F,0,High School
100574,M,0,Undergraduate
100575,M,0,Undergraduate
100576,F,0,Undergraduate
100577,F,0,Undergraduate
100578,F,0,High School
100579,F,0,Undergraduate
100580,F,0,High School
100581,M,0,Undergraduate
100582,M,0,Some College
100583,F,0,Undergraduate
100584,M,0,High School
100585,M,0,High School
100586,F,0,High School
100587,F,0,Undergraduate
100588,M,0,High School
100589,F,0,Undergraduate
100590,F,0,Undergraduate
100591,M,0,Undergraduate
100592,F,0,Undergraduate
100593,F,0,Undergraduate
100594,M,0,Some College
100595,M,0,Undergraduate
100596,F,0,High School
100597,M,0,Undergraduate
100598,M,0,Undergraduate
100599,F,0,Undergraduate
100600,M,0,High School
100601,F,0,Undergraduate
100602,M,0,Undergraduate
100603,M,0,High School
100604,M,0,Graduate
100605,M,0,Undergraduate
100606,F,0,Undergraduate
100607,M,0,Undergraduate
100608,M,0,Undergraduate
100609,F,0,Some College
100610,F,0,Undergraduate
100611,M,0,Undergraduate
100612,F,0,Undergraduate
100613,M,0,Some College
100614,M,0,High School
100615,M,0,Undergraduate
100616,F,0,Undergraduate
100617,M,0,Undergraduate
100618,M,0,Undergraduate
100619,M,0,Undergraduate
100620,F,0,Graduate
100621,F,0,High School
100622,M,0,Undergraduate
100623,F,0,Undergraduate
100624,M,0,Graduate
100625,M,0,Undergraduate
100626,F,0,Undergraduate
100627,F,0,Undergraduate
100628,F,1,Undergraduate
100629,M,0,High School
100630,F,0,Undergraduate
100631,F,0,Undergraduate
100632,F,0,Undergraduate
100633,M,0,Graduate
100634,M,1,Undergraduate
100635,F,0,Some College
100636,M,0,Undergraduate
100637,F,0,Undergraduate
100638,F,0,Undergraduate
100639,F,0,Undergraduate
100640,F,0,Undergraduate
100641,F,0,Undergraduate
100642,F,0,High School
100643,M,0,Undergraduate
100644,M,0,Undergraduate
100645,F,0,High School
100646,F,0,Undergraduate
100647,M,0,Undergraduate
100648,M,0,Undergraduate
100649,F,0,Undergraduate
100650,M,0,Undergraduate
100651,M,0,Undergraduate
100652,F,0,Undergraduate
100653,F,0,Undergraduate
100654,F,0,Undergraduate
100655,M,0,Undergraduate
100656,F,0,Graduate
100657,M,0,Undergraduate
100658,M,0,High School
100659,M,0,Undergraduate
100660,M,0,Undergraduate
100661,M,0,Undergraduate
100662,M,0,Undergraduate
100663,F,0,Undergraduate
100664,M,0,Undergraduate
100665,F,0,Undergraduate
100666,M,0,Undergraduate
100667,F,0,Undergraduate
100668,F,0,Undergraduate
100669,M,0,Undergraduate
100670,M,0,Undergraduate
100671,M,0,Undergraduate
100672,F,0,Undergraduate
100673,M,0,High School
100674,M,0,Graduate
100675,F,0,High School
100676,F,0,Some College
100677,M,0,Graduate
100678,M,0,Graduate
100679,M,0,Undergraduate
100680,M,0,Undergraduate
100681,M,0,High School
100682,F,0,Some College
100683,M,0,Undergraduate
100684,F,0,High School
100685,M,0,Undergraduate
100686,M,0,Undergraduate
100687,M,0,High School
100688,M,0,Undergraduate
100689,M,0,PhD
100690,M,0,High School
100691,M,0,Graduate
100692,M,0,Undergraduate
100693,M,0,Undergraduate
100694,M,0,Some College
100695,M,0,Undergraduate
100696,M,0,Undergraduate
100697,F,0,Undergraduate
100698,F,0,Graduate
100699,F,0,High School
100700,F,0,Undergraduate
100701,M,0,High School
100702,F,0,Undergraduate
100703,F,0,Undergraduate
100704,M,0,Undergraduate
100705,M,1,Graduate
100706,M,0,Undergraduate
100707,M,0,Undergraduate
100708,M,0,Undergraduate
100709,F,0,Undergraduate
100710,M,0,Undergraduate
100711,M,0,Undergraduate
100712,F,0,Undergraduate
100713,M,0,Some College
100714,M,0,Undergraduate
100715,F,0,Undergraduate
100716,F,0,Undergraduate
100717,F,0,High School
100718,M,0,Undergraduate
100719,F,0,Undergraduate
100720,M,0,High School
100721,M,0,High School
100722,M,0,High School
100723,F,0,Undergraduate
100724,F,0,High School
100725,F,0,Undergraduate
100726,M,0,PhD
100727,F,0,Undergraduate
100728,M,0,Undergraduate
100729,F,0,Undergraduate
100730,M,0,Undergraduate
100731,M,0,High School
100732,M,0,Some College
100733,F,0,Undergraduate
100734,F,0,Undergraduate
100735,M,0,Undergraduate
100736,F,0,Some College
100737,F,0,Undergraduate
100738,M,0,Undergraduate
100739,M,0,Undergraduate
100740,F,0,Undergraduate
100741,M,0,High School
100742,F,0,Undergraduate
100743,F,0,High School
100744,M,0,Undergraduate
100745,M,0,High School
100746,F,0,Undergraduate
100747,M,0,Graduate
100748,M,0,Undergraduate
100749,M,0,High School
100750,F,0,Undergraduate
100751,M,0,Graduate
100752,F,0,Undergraduate
100753,F,0,High School
100754,F,0,Undergraduate
100755,F,0,Undergraduate
100756,M,0,Graduate
100757,F,0,Undergraduate
100758,F,0,PhD
100759,M,0,Undergraduate
100760,F,1,Undergraduate
100761,M,0,Undergraduate
100762,F,0,Undergraduate
100763,M,0,High School
100764,M,0,Undergraduate
100765,F,0,Undergraduate
100766,M,0,Undergraduate
100767,M,0,High School
100768,M,0,High School
100769,M,0,High School
100770,M,0,High School
100771,M,0,Undergraduate
100772,M,1,Undergraduate
100773,M,0,Undergraduate
100774,F,0,Graduate
100775,F,0,Undergraduate
100776,F,0,High School
100777,M,0,Undergraduate
100778,F,0,Undergraduate
100779,F,0,Undergraduate
100780,F,0,High School
100781,M,0,High School
100782,F,0,Undergraduate
100783,F,0,Undergraduate
100784,M,1,Undergraduate
100785,F,0,High School
100786,F,0,Undergraduate
100787,F,0,Undergraduate
100788,M,0,High School
100789,M,0,Undergraduate
100790,F,0,High School
100791,M,0,High School
100792,M,0,Undergraduate
100793,M,0,Undergraduate
100794,F,0,Undergraduate
100795,M,0,Undergraduate
100796,M,0,Graduate
100797,M,0,High School
100798,M,0,Undergraduate
100799,M,0,Undergraduate
100800,M,0,Undergraduate
100801,M,0,Undergraduate
100802,M,1,Undergraduate
100803,F,0,Undergraduate
100804,F,0,Some College
100805,F,0,Undergraduate
100806,M,0,Undergraduate
100807,M,0,Undergraduate
100808,F,0,High School
100809,M,0,PhD
100810,F,0,Undergraduate
100811,M,0,PhD
100812,F,0,Undergraduate
100813,F,0,High School
100814,M,0,Undergraduate
100815,F,0,Undergraduate
100816,F,0,Undergraduate
100817,M,0,Undergraduate
100818,M,0,Undergraduate
100819,F,0,Graduate
100820,M,0,Undergraduate
100821,M,0,Undergraduate
100822,F,0,Undergraduate
100823,F,0,Undergraduate
100824,M,0,Undergraduate
100825,M,0,Undergraduate
100826,M,0,High School
100827,M,1,Undergraduate
100828,M,0,High School
100829,F,0,Undergraduate
100830,M,0,Undergraduate
100831,M,0,Undergraduate
100832,M,0,Undergraduate
100833,M,0,Undergraduate
100834,F,0,High School
100835,F,0,High School
100836,M,0,Undergraduate
100837,M,0,Undergraduate
100838,M,0,Undergraduate
100839,F,0,High School
100840,F,0,Undergraduate
100841,M,0,Undergraduate
100842,F,0,Undergraduate
100843,F,0,Undergraduate
100844,F,0,High School
100845,M,0,Undergraduate
100846,M,0,High School
100847,F,0,Undergraduate
100848,F,0,Undergraduate
100849,M,0,Undergraduate
100850,F,0,Undergraduate
100851,M,0,Undergraduate
100852,M,0,Undergraduate
100853,F,0,Graduate
100854,F,0,Undergraduate
100855,F,0,Graduate
100856,F,0,Graduate
100857,F,0,Undergraduate
100858,F,0,Graduate
100859,M,0,Undergraduate
100860,M,0,High School
100861,M,0,Undergraduate
100862,F,0,Undergraduate
100863,M,0,Some College
100864,M,0,Graduate
100865,M,0,PhD
100866,F,0,Undergraduate
100867,F,0,High School
100868,F,0,Undergraduate
100869,F,0,Graduate
100870,M,0,High School
100871,F,0,Some College
100872,M,0,High School
100873,M,0,Undergraduate
100874,F,0,PhD
100875,F,0,PhD
100876,F,0,High School
100877,M,0,Undergraduate
100878,F,0,PhD
100879,F,0,Some College
100880,M,0,Undergraduate
100881,F,0,Undergraduate
100882,M,0,Undergraduate
100883,M,0,Undergraduate
100884,F,0,Undergraduate
100885,M,0,High School
100886,F,0,Undergraduate
100887,M,0,High School
100888,M,0,Undergraduate
100889,M,0,Undergraduate
100890,M,0,Undergraduate
100891,F,0,Undergraduate
100892,F,0,High School
100893,F,0,Undergraduate
100894,M,0,High School
100895,F,0,High School
100896,M,0,Undergraduate
100897,F,0,Undergraduate
100898,M,0,Undergraduate
100899,M,0,Undergraduate
100900,F,0,Undergraduate
100901,M,0,Graduate
100902,F,0,Undergraduate
100903,M,0,High School
100904,M,0,High School
100905,M,0,High School
100906,M,0,Undergraduate
100907,M,1,Undergraduate
100908,F,0,High School
100909,F,0,High School
100910,M,0,High School
100911,F,0,Undergraduate
100912,M,0,Undergraduate
100913,F,0,High School
100914,M,0,Graduate
100915,M,0,Undergraduate
100916,M,0,Undergraduate
100917,F,0,PhD
100918,M,0,High School
100919,M,0,Undergraduate
100920,F,0,Undergraduate
100921,M,1,Some College
100922,F,0,Undergraduate
100923,M,0,Undergraduate
100924,F,0,High School
100925,M,0,Undergraduate
100926,M,0,Undergraduate
100927,F,0,High School
100928,M,0,Undergraduate
100929,F,0,Undergraduate
100930,F,0,Undergraduate
100931,F,0,Graduate
100932,F,0,Undergraduate
100933,F,0,Some College
100934,F,0,Undergraduate
100935,M,0,Undergraduate
100936,F,0,High School
100937,F,0,Undergraduate
100938,M,0,Undergraduate
100939,F,0,Some College
100940,M,0,Undergraduate
100941,F,0,Undergraduate
100942,M,0,Undergraduate
100943,F,0,Undergraduate
100944,M,0,Undergraduate
100945,M,0,Some College
100946,M,0,Undergraduate
100947,M,0,Undergraduate
100948,F,0,Some College
100949,F,0,Undergraduate
100950,F,0,Undergraduate
100951,F,0,High School
100952,M,0,Some College
100953,F,0,Undergraduate
100954,M,0,Undergraduate
100955,F,0,Some College
100956,M,0,Undergraduate
100957,M,0,Undergraduate
100958,F,0,PhD
100959,F,0,Undergraduate
100960,F,0,Undergraduate
100961,F,0,Graduate
100962,F,0,Undergraduate
100963,M,0,Undergraduate
100964,M,0,High School
100965,M,0,High School
100966,F,1,Undergraduate
100967,F,0,Some College
100968,F,0,Undergraduate
100969,F,0,Undergraduate
100970,F,0,Some College
100971,F,0,Undergraduate
100972,M,0,Undergraduate
100973,M,0,Undergraduate
100974,M,0,Undergraduate
100975,M,0,Undergraduate
100976,M,1,Undergraduate
100977,F,0,Undergraduate
100978,F,0,PhD
100979,F,0,Graduate
100980,M,0,Undergraduate
100981,F,0,Undergraduate
100982,M,1,Undergraduate
100983,M,0,Undergraduate
100984,M,0,Undergraduate
100985,M,0,Undergraduate
100986,M,0,High School
100987,F,0,Undergraduate
100988,F,0,High School
100989,M,0,Some College
100990,M,0,Undergraduate
100991,F,0,Undergraduate
100992,F,1,Undergraduate
100993,F,0,Undergraduate
100994,M,0,Undergraduate
100995,F,0,Some College
100996,F,0,Undergraduate
100997,M,0,Undergraduate
100998,F,0,Undergraduate
100999,M,0,Undergraduate
101000,F,0,Undergraduate
101001,F,0,High School
101002,F,0,Undergraduate
101003,F,1,High School
101004,F,0,Undergraduate
101005,M,1,Undergraduate
101006,M,0,High School
101007,M,0,Graduate
101008,F,0,Graduate
101009,F,0,Graduate
101010,M,0,Undergraduate
101011,F,0,Graduate
101012,F,0,Undergraduate
101013,F,0,PhD
101014,M,0,Undergraduate
101015,M,0,Some College
101016,F,0,Undergraduate
101017,F,0,Undergraduate
101018,F,0,Undergraduate
101019,M,0,High School
101020,F,0,Undergraduate
101021,M,0,Some College
101022,M,0,Undergraduate
101023,F,0,Undergraduate
101024,M,0,Undergraduate
101025,M,0,Graduate
101026,M,0,Graduate
101027,M,0,Undergraduate
101028,M,0,Undergraduate
101029,M,0,Undergraduate
101030,M,0,Undergraduate
101031,M,0,Undergraduate
101032,M,0,Some College
101033,F,0,Graduate
101034,M,0,Undergraduate
101035,F,0,Undergraduate
101036,F,0,High School
101037,F,0,Undergraduate
101038,M,0,Undergraduate
101039,M,0,Undergraduate
101040,M,0,Undergraduate
101041,F,0,Some College
101042,F,0,High School
101043,M,0,Undergraduate
101044,F,0,Undergraduate
101045,M,0,Undergraduate
101046,M,0,Undergraduate
101047,M,0,Undergraduate
101048,M,0,Undergraduate
101049,M,0,Undergraduate
101050,F,0,High School
101051,M,0,High School
101052,M,0,Undergraduate
101053,F,0,Undergraduate
101054,F,0,Undergraduate
101055,M,0,PhD
101056,M,0,Undergraduate
101057,F,0,Undergraduate
101058,M,0,Undergraduate
101059,M,0,Undergraduate
101060,M,0,High School
101061,M,0,Undergraduate
101062,F,1,Undergraduate
101063,F,0,Undergraduate
101064,M,0,Undergraduate
101065,M,0,Undergraduate
101066,F,0,Undergraduate
101067,M,0,Undergraduate
101068,M,0,Undergraduate
101069,F,0,Some College
101070,F,0,Undergraduate
101071,M,0,Undergraduate
101072,M,0,PhD
101073,F,0,Undergraduate
101074,M,0,Undergraduate
101075,M,0,Undergraduate
101076,M,0,Graduate
101077,M,0,Undergraduate
101078,M,0,Graduate
101079,M,0,Undergraduate
101080,M,0,Undergraduate
101081,M,0,Undergraduate
101082,M,0,High School
101083,M,0,High School
101084,F,0,Some College
101085,M,0,Undergraduate
101086,F,1,Undergraduate
101087,F,0,Undergraduate
